Index,Average Wind Speed
210,24.90333333
211,23.93166667
212,19.525
213,27.095
214,30.15
215,29.57666667
216,25.40666667
217,32.24666667
218,32.53333333
219,24.655
220,19.21
221,15.355
222,9.353333333
223,1.383333333
224,4.73
225,11.19833333
226,19.39
227,29.36833333
228,32.07333333
229,33.99666667
230,37.89
231,39.73666667
232,29.97333333
233,26.66
234,26.545
235,24.75
236,27.54
237,31.35666667
238,32.12
239,33.28
240,32.96666667
241,31.00666667
242,30.11
243,29.21333333
244,28.91666667
245,24.095
246,24.775
247,25.72
248,27.18
249,23.735
250,23.77
251,25.33
252,22.61
253,22.555
254,25.745
255,33.05
256,38.13666667
257,42.96
258,42.325
259,42.56333333
260,40.56166667
261,31.885
262,28.46666667
263,27.66666667
264,26.41
265,26.23666667
266,23.61
267,23.855
268,24.6
269,23.81
270,19.575
271,19.245
272,19.56
273,17.78
274,12.94
275,11.75666667
276,13.45
277,15.605
278,17.205
279,16.485
280,15.565
281,19.355
282,23.335
283,23.67
284,23.04
285,23.54
286,24.02
287,16.49
288,9.416666667
289,9.096666667
290,7.586666667
291,9.07
292,9.246666667
293,7.743333333
294,5.706666667
295,9.64
296,7.943333333
297,2.003333333
298,4.52
299,11.11333333
300,12.30666667
301,16.575
302,21.76
303,22.87
304,22.705
305,23.665
306,22.52
307,19.19
308,29.42166667
309,31.26
310,27.34
311,25.9
312,26.53
313,19.785
314,19.64
315,15.945
316,15.22
317,14.35
318,14.56
319,17
320,18.8
321,23.52105263
322,22.43
323,18.655
324,18.07413793
325,18.445
326,20.805
327,23.005
328,26.21333333
329,27.98333333
330,35.82
331,35.55666667
332,31.97
333,32.80333333
334,28.14666667
335,23.3
336,23.785
337,21.355
338,24.355
339,28.31333333
340,26.71666667
341,26.515
342,31.58333333
343,29.24666667
344,24.84
345,23.6220339
346,24.88
347,24.145
348,26.94
349,27.84
350,28.66333333
351,34.96666667
352,38.07
353,38.71166667
354,38.975
355,39.97
356,34.77333333
357,31.99
358,32.69
359,32.68333333
360,29.26
361,28.34166667
362,29.37
363,27.39666667
364,26.67166667
365,26.36333333
366,27.115
367,26.19
368,27.07833333
369,28.88333333
370,28.64
371,27.84666667
372,30.88333333
373,32.11
374,34.34
375,36.85
376,38.03166667
377,41.45833333
378,44.715
379,43.01833333
380,40.26166667
381,36.84333333
382,28.43666667
383,29.06
384,28.29666667
385,28.26666667
386,27.56666667
387,24.63666667
388,21.515
389,18.615
390,18.08
391,18.175
392,19.395
393,22.97
394,24
395,26.05
396,25.69
397,28.46666667
398,31.74333333
399,33.58666667
400,34.75666667
401,36.51666667
402,35.42666667
403,35.71
404,33.80333333
405,29.15333333
406,24.105
407,23.81
408,23.145
409,21.025
410,22.215
411,20.835
412,18.48
413,15.345
414,14.68
415,14.44
416,15.16
417,15.76
418,19.255
419,17.45
420,16.65
421,16.78
422,17.95
423,19.245
424,21.2
425,25.57
426,32.60333333
427,30.78333333
428,28.65333333
429,26.645
430,26.59
431,25.18
432,21.01
433,19.24
434,16.6
435,14.265
436,17.155
437,16.275
438,16.31
439,15.435
440,16.675
441,17.855
442,16.5
443,20.46
444,24.21
445,25.665
446,27.34
447,29.43666667
448,33.18333333
449,34.68666667
450,37.54666667
451,40.23833333
452,37.23
453,34.11666667
454,30.85666667
455,29.99333333
456,24.14666667
457,24.155
458,20.705
459,20.935
460,20.97666667
461,15.645
462,17.96
463,18.87
464,27.615
465,29.92181818
466,28.23
467,28.14333333
468,26.99166667
469,32.45166667
470,34.63666667
471,32.7
472,33.23666667
473,33.13333333
474,33.05333333
475,32.66666667
476,30.30333333
477,25.24
478,22.365
479,16.98
480,12.35666667
481,12.22
482,11.32
483,9.79
484,10.66
485,10.81
486,9.37
487,7.766666667
488,2.99
489,12.58
490,11.92
491,12.55333333
492,15.23
493,20.92
494,20.205
495,17.30166667
496,15.165
497,18.59166667
498,22.26833333
499,23.21166667
500,25.08
501,15.68
502,11.44
503,13.84
504,16.31
505,25.42
506,21.03
507,23.395
508,22.075
509,15.86
510,18.51
511,14.71
512,14.09
513,18.74
514,32.20833333
515,32.48333333
516,26.72666667
517,29.39333333
518,32.05666667
519,31.86
520,27.88333333
521,24.935
522,23.935
523,20.29
524,16.82
525,11.92
526,14.83333333
527,15.29
528,14.555
529,12.67
530,13.765
531,21.795
532,24.44666667
533,20.1
534,19.58846154
535,21.215
536,22.82333333
537,23.92333333
538,26.455
539,29.505
540,30.87666667
541,29.85833333
542,29.51666667
543,26.73833333
544,29.09
545,26.31666667
546,26.92166667
547,27.04666667
548,24.665
549,23.75
550,23.195
551,20.305
552,21.81
553,18.13
554,9.753333333
555,7.92
556,10.69
557,10.06
558,11.29
559,12.28
560,11.11
561,11.44
562,15.26
563,16.22166667
564,14.31166667
565,19.675
566,19.1
567,19.64
568,20.005
569,19.56
570,20.9
571,20.02
572,22.21
573,22.375
574,21.88
575,21.795
576,18.43
577,17.905
578,16.045
579,15.46
580,13.06
581,9.97
582,8.56
583,4.58
584,4.473333333
585,13.18
586,13.39
587,12.4
588,13.36
589,15.61
590,19.76
591,23.4
592,26.32
593,28.16333333
594,28.12666667
595,28.14666667
596,30.02
597,26.49
598,20.725
599,21.835
600,24.245
601,18.91
602,16.59
603,15.01
604,13.905
605,13.03
606,15.31
607,12.52
608,17.455
609,20.415
610,19.665
611,19.325
612,17.17
613,22.965
614,27.13666667
615,25.6
616,25.3
617,28.23666667
618,31.24333333
619,32.51
620,33.97666667
621,32.87
622,32.07
623,25.35666667
624,25.32666667
625,21.38
626,15.49
627,15.31
628,17.95
629,20.165
630,20.45
631,17.54
632,17.135
633,22.9
634,21.88
635,18.795
636,22.075
637,28.75666667
638,33.98666667
639,33.11333333
640,32.87
641,31.36
642,34.55
643,33.80666667
644,29.84
645,33.08
646,30.84666667
647,27.455
648,19.415
649,14.05
650,15.62
651,14.8
652,14.74
653,13
654,11.02
655,11.47
656,9.86
657,18.385
658,21.53
659,23.96
660,26.56
661,22.73
662,21.345
663,18.245
664,24.265
665,28.62333333
666,34.04666667
667,35.83333333
668,31.35666667
669,26.98
670,27.58
671,23.355
672,19.64
673,14.23
674,14.025
675,16.07
676,12.7
677,7.873333333
678,5.436666667
679,5.736666667
680,6.233333333
681,10.84333333
682,7.8
683,11.30666667
684,14.59
685,11.37333333
686,14.74
687,15.61
688,15.8
689,16.16
690,15.43
691,15.04
692,11.02
693,5.62
694,8.413333333
695,8.076666667
696,2.376666667
697,0.93559322
698,6.45
699,7.613333333
700,7.223333333
701,4.81
702,10.18
703,9.31
704,7.66
705,2.28
706,7.01
707,16.52
708,16.365
709,14.445
710,18.045
711,17.64666667
712,16.085
713,23.32833333
714,21.2
715,19.04
716,17.39833333
717,20.52666667
718,47.10333333
719,38.52833333
720,17.83
721,8.513333333
722,7.785
723,27.01333333
724,15.37
725,16.455
726,10.25666667
727,6.39
728,11.98
729,18.015
730,25.74666667
731,35.335
732,40.37666667
733,43.22
734,45.605
735,47.32666667
736,46.745
737,44.06
738,40.41833333
739,25.00833333
740,26.52333333
741,15.7
742,9.41
743,14.73666667
744,11.44
745,14.815
746,16.345
747,12.1
748,9.253333333
749,9.88
750,15.77
751,21.415
752,26.29166667
753,26.93333333
754,23.755
755,27.52666667
756,22.435
757,27.79333333
758,28.31333333
759,28.06666667
760,28.8
761,28.7
762,23.355
763,19.805
764,19.07
765,20.78
766,18.795
767,15.5
768,18.225
769,19.155
770,20.62
771,21.14
772,16.9
773,13.21
774,16.455
775,17.665
776,15.83
777,19.335
778,25.29
779,25.96666667
780,23.645
781,23.475
782,23.84666667
783,26.98666667
784,27.715
785,24.37
786,21.75
787,22.24
788,22.28
789,21.745
790,21.85
791,22.47
792,24.26
793,23.825
794,26.34
795,21.33
796,19.24
797,17.555
798,16.545
799,15.9
800,13.9
801,12.645
802,17.49
803,19.045
804,21.685
805,22.21
806,22.605
807,25.17666667
808,28.24333333
809,27.68
810,30.01666667
811,29.42333333
812,25.93
813,24.48
814,25.87
815,25.69
816,26.23
817,26.62666667
818,24.3
819,19.545
820,17.165
821,14.535
822,15.22666667
823,19.47
824,15.775
825,16.83
826,21.845
827,18.695
828,16.11
829,14.815
830,16.995
831,20.09
832,19.12
833,20
834,23.665
835,25.99833333
836,29.14333333
837,25.93166667
838,22.865
839,24.445
840,22.035
841,15.03
842,12.34
843,16.075
844,17.69
845,12.07
846,8.98
847,7.18
848,8.06
849,11.71
850,10.87
851,13.66
852,15.04
853,16.6
854,15.53
855,15.19
856,19.705
857,24.545
858,29.37666667
859,34.03333333
860,35.78
861,30.05
862,23.61
863,23.085
864,22.12
865,23.345
866,22.075
867,17.745
868,14.5
869,13.33
870,11.83
871,7.413333333
872,9.843333333
873,18.57
874,18.39
875,16.75
876,16.64
877,14.71
878,16.335
879,21.05
880,26.08666667
881,30.47666667
882,35.70333333
883,38.675
884,36.27
885,34.27666667
886,28.10333333
887,23.65
888,23.8
889,24.325
890,25.595
891,25.45
892,24.55
893,23.345
894,19.185
895,15.28
896,14.96
897,18.12
898,12.16
899,13.755
900,15.3
901,18.01
902,21.44
903,20.12
904,27.86333333
905,21.48
906,20.35
907,20.725
908,18.48
909,15.435
910,19.38
911,17.35
912,11.65
913,10.75
914,9.41
915,17.68
916,15.745
917,16.085
918,13.06
919,12.91
920,10.96
921,13.51
922,15.955
923,18.215
924,16.405
925,13.3
926,16.3
927,19.165
928,28.61166667
929,34.57
930,36.85
931,35.42
932,34.49333333
933,29.11
934,22.69
935,21.76
936,19.94
937,14.475
938,13.39
939,16.73
940,14.605
941,13.93
942,8.783333333
943,11.2
944,10.62333333
945,16.23
946,18.32
947,17.005
948,16.665
949,14.935
950,13.85
951,15.095
952,16.91
953,17.945
954,25.545
955,23.365
956,17.585
957,14.45333333
958,13.845
959,10.18
960,6.893333333
961,5.533333333
962,5.666666667
963,5.896666667
964,4.15
965,9.79
966,10.13333333
967,5.236666667
968,3.656666667
969,6.346666667
970,8.173333333
971,7.433333333
972,9.853333333
973,19.26
974,21.82
975,22.905
976,22.175
977,25.745
978,28.13333333
979,28.32333333
980,26.25666667
981,27.64666667
982,28.05666667
983,23.975
984,18.555
985,16.03
986,11.68
987,6.743333333
988,7.61
989,9.686666667
990,10.72
991,11.29
992,11.86315789
993,17.01
994,23.54
995,27.46
996,30.03448276
997,30.41
998,25.72
999,28.88
1000,30.86666667
1001,34.41
1002,35.75
1003,38.02166667
1004,38.06166667
1005,35.69333333
1006,31.28333333
1007,27.6
1008,27.40833333
1009,27.96666667
1010,27.81666667
1011,26.215
1012,23.505
1013,24.6
1014,22.1
1015,21.85
1016,23.365
1017,22.375
1018,23.565
1019,23.485
1020,23.17
1021,25.235
1022,25.275
1023,25.25333333
1024,31.13333333
1025,33.37666667
1026,38.64666667
1027,38.695
1028,40.85666667
1029,34.71666667
1030,26.59666667
1031,23.005
1032,21.95
1033,20.98
1034,20.235
1035,19.4
1036,16.77
1037,17.64
1038,15.835
1039,13.78
1040,14.805
1041,19.715
1042,19.65
1043,18.135
1044,17.07
1045,18.845
1046,18.955
1047,19.345
1048,19.95
1049,23.255
1050,23.95
1051,27.85666667
1052,28.54666667
1053,26.2
1054,23.905
1055,19.175
1056,17.27
1057,20.05
1058,19.01
1059,15.22
1060,14.59
1061,16.63
1062,19.985
1063,21.11
1064,17.84
1065,17.405
1066,19.06428571
1067,21.47
1068,24.55
1069,29.26666667
1070,31.82666667
1071,37.44833333
1072,37.98
1073,38.28
1074,36.12666667
1075,36.19333333
1076,30.2
1077,30.44
1078,28.79666667
1079,26.11
1080,23.725
1081,17.535
1082,19.1
1083,20.78
1084,23.735
1085,24.03
1086,25.57166667
1087,24.18
1088,25.17
1089,26.89666667
1090,27.84
1091,26.26
1092,25.17
1093,27.07166667
1094,30.25333333
1095,32.78333333
1096,35.57666667
1097,38.515
1098,38.89333333
1099,40.31333333
1100,35.06
1101,32.93666667
1102,28.31333333
1103,27.52
1104,25.23
1105,22.175
1106,21.25
1107,19.47
1108,18.825
1109,17.065
1110,17.315
1111,18.245
1112,17.34
1113,18.465
1114,15.19
1115,15.925
1116,17.925
1117,18.69
1118,18.975
1119,18.655
1120,19.02
1121,21.07
1122,22.88
1123,24.28
1124,24.725
1125,24.64
1126,19.645
1127,13.42
1128,10.68666667
1129,9.446666667
1130,9.31
1131,6.17
1132,5.133333333
1133,7.206666667
1134,9.286666667
1135,6.91
1136,7.05
1137,10.21694915
1138,11.92
1139,11.83
1140,11.12666667
1141,12.4
1142,11.73333333
1143,11.66
1144,14.11
1145,14.655
1146,12.58
1147,9.95
1148,5.743333333
1149,4.833333333
1150,6.276666667
1151,16.68
1152,13.495
1153,21.565
1154,20.315
1155,25.19666667
1156,30.53833333
1157,23.565
1158,21.49
1159,18.155
1160,23.66
1161,24.72666667
1162,32.91333333
1163,34.46333333
1164,37.05
1165,39.35666667
1166,40.3
1167,43.3
1168,43.665
1169,43.835
1170,42.175
1171,39.97333333
1172,37.04333333
1173,36.01
1174,33.93333333
1175,32.05
1176,28.86333333
1177,28.80333333
1178,28.26
1179,26.3
1180,23.325
1181,23.89166667
1182,21.13
1183,22.41
1184,22.35
1185,21.685
1186,24.42666667
1187,22.56666667
1188,25.63
1189,28.19
1190,28.84
1191,29.41
1192,31.89
1193,32.05
1194,34.79666667
1195,35.38333333
1196,34.38333333
1197,30.42
1198,22.54666667
1199,23.54
1200,23.175
1201,21.885
1202,22.365
1203,19.53
1204,17.245
1205,17.86
1206,19.075
1207,17.68
1208,15.375
1209,19.14
1210,20.945
1211,20.08
1212,19.4
1213,20.425
1214,23.995
1215,23.755
1216,25.87166667
1217,28.96
1218,35.79333333
1219,33.88333333
1220,34.76333333
1221,32.84
1222,31.92
1223,26.68833333
1224,26.11
1225,23.785
1226,23.75
1227,24.185
1228,24.02
1229,23.15
1230,18.875
1231,14.53
1232,13.36
1233,20.89
1234,25.78
1235,25.87666667
1236,23.58
1237,22.01
1238,25.535
1239,28.00333333
1240,34.08333333
1241,39.07666667
1242,41.495
1243,39.88166667
1244,36.10833333
1245,28.37833333
1246,26.825
1247,27.95
1248,25.685
1249,23.645
1250,21.185
1251,18.63
1252,14.44
1253,15.1
1254,14.955
1255,13.39
1256,12.61
1257,14.71
1258,11.61333333
1259,12.94
1260,12.34
1261,15.45
1262,15.95
1263,16.96
1264,19.565
1265,21.89
1266,24.665
1267,28.17
1268,29.20333333
1269,24.855
1270,17.705
1271,14.985
1272,14.44
1273,11.65
1274,10.87
1275,11.65
1276,8.986666667
1277,7.27
1278,7.463333333
1279,7.823333333
1280,9.46
1281,3.23
1282,1.11
1283,5.01
1284,10.21666667
1285,13.995
1286,17.6
1287,20.9
1288,22.165
1289,22.14
1290,19.685
1291,18.5
1292,13.725
1293,5.006666667
1294,3.03
1295,10.34833333
1296,15.195
1297,21.4
1298,18.84
1299,15.485
1300,13.36
1301,10.33
1302,7.353333333
1303,8.06
1304,3.313333333
1305,3.276666667
1306,5.72
1307,12.475
1308,17.46
1309,14.85
1310,16.365
1311,19.81
1312,27.94666667
1313,29.74666667
1314,26.94
1315,25.45
1316,29.20333333
1317,25.33
1318,25.09666667
1319,24.98166667
1320,17.82
1321,12.88
1322,15.87
1323,17.72
1324,13.75
1325,9.616666667
1326,9.85
1327,4.576666667
1328,6.823333333
1329,19.045
1330,22.925
1331,20.35
1332,20.62
1333,19.435
1334,19.92
1335,21.14
1336,27.66833333
1337,28.35666667
1338,28.405
1339,23.19
1340,21.275
1341,21.99
1342,21.455
1343,18.88
1344,17.045
1345,16.91
1346,20.29
1347,17.84
1348,14.23
1349,16.89
1350,20.865
1351,21.58
1352,19.58
1353,17.06
1354,22.68
1355,21.63
1356,25.18
1357,28.01
1358,29.65666667
1359,29
1360,29.39333333
1361,30.83333333
1362,33.77666667
1363,33.94333333
1364,31.26
1365,27.50333333
1366,27.1
1367,21.945
1368,23.62
1369,19.93
1370,19.1
1371,15.65
1372,18.17
1373,17.675
1374,15.53
1375,17.01
1376,16.635
1377,20.13
1378,20.83
1379,21.895
1380,19.15
1381,20.26
1382,23.165
1383,24.715
1384,27.51
1385,30.42666667
1386,36.04333333
1387,35.11
1388,26.73
1389,23.935
1390,23.725
1391,25.355
1392,23.225
1393,21.41
1394,20.765
1395,18.455
1396,19.18
1397,18.175
1398,16.815
1399,15.595
1400,15.18
1401,17.24
1402,20.41
1403,20.97
1404,21.015
1405,21.905
1406,20.62
1407,17.895
1408,21.765
1409,23.19
1410,26.97
1411,30.64666667
1412,29.8
1413,29.68333333
1414,28.49333333
1415,25.93166667
1416,18.56
1417,15.8
1418,15.94
1419,14.35
1420,13.06
1421,9.85
1422,6.923333333
1423,9.136666667
1424,7.543333333
1425,11.07333333
1426,12.13
1427,12.34
1428,12.63333333
1429,14.08
1430,13.57
1431,18.47
1432,19.965
1433,20.46
1434,18.69
1435,17.96
1436,17.38
1437,12.55
1438,8.71
1439,1.62
1440,0.79
1441,7.24
1442,9.25
1443,9.79
1444,9.67
1445,10.10666667
1446,9.1
1447,11.53
1448,11.44
1449,11.8
1450,19.375
1451,23.935
1452,27.54666667
1453,26.15666667
1454,23.93166667
1455,18.01833333
1456,16.67666667
1457,30.31
1458,37.98666667
1459,36.07333333
1460,27.225
1461,21.295
1462,12.04
1463,10.47833333
1464,22.2
1465,22.215
1466,22.045
1467,20.22
1468,23.185
1469,21.955
1470,27.055
1471,27.31666667
1472,28.15333333
1473,32.49666667
1474,30.51
1475,28.13166667
1476,26.42333333
1477,28.22166667
1478,32.63
1479,34.77666667
1480,34.26666667
1481,36.05666667
1482,38.705
1483,35.72333333
1484,31.78666667
1485,32.33666667
1486,29.93333333
1487,31.45333333
1488,30.76
1489,26.11
1490,23.57
1491,23.185
1492,22.115
1493,21.835
1494,20.415
1495,23.295
1496,21.05
1497,20.865
1498,20.395
1499,19.21
1500,15.775
1501,15.225
1502,12.13
1503,11.05
1504,16.32
1505,20.135
1506,14.455
1507,10.99
1508,5.173333333
1509,1.393333333
1510,14.94166667
1511,12.61
1512,14.23
1513,14.47
1514,14.77
1515,13.63
1516,13.81
1517,13.42
1518,13.12
1519,14.2
1520,12.52
1521,15.78
1522,20.12
1523,21.305
1524,20.93
1525,20.33
1526,20.01
1527,22.26
1528,23.145
1529,26.56
1530,29.03
1531,33.04
1532,31.42333333
1533,28.50333333
1534,26.29166667
1535,22.01
1536,19.905
1537,19.5
1538,16.895
1539,11.65
1540,13.96
1541,15.37
1542,14.59
1543,16.615
1544,18.515
1545,21.89
1546,21.625
1547,19.395
1548,19.83
1549,17.99
1550,19.02
1551,23.49
1552,24.215
1553,24.875
1554,25.78474576
1555,28.91666667
1556,26.255
1557,24.335
1558,23.485
1559,20.72
1560,14.74
1561,15.37
1562,15.915
1563,14.08
1564,11.92
1565,9.753333333
1566,10.55666667
1567,13.6
1568,11.74
1569,11.76833333
1570,12.05
1571,17.145
1572,18.465
1573,20.245
1574,21.13
1575,17.155
1576,15.94
1577,21.365
1578,25.48
1579,26.95
1580,26.32
1581,26.02
1582,25.24166667
1583,17.43898305
1584,17.09
1585,17.76
1586,15.715
1587,13.06
1588,15.4
1589,15.58
1590,15.635
1591,18.575
1592,10.13
1593,12.31
1594,13.06
1595,15.365
1596,13.725
1597,16.63
1598,15.22833333
1599,15.915
1600,21.11
1601,24.425
1602,31.14666667
1603,35.75333333
1604,32.52
1605,24.115
1606,22.565
1607,23.465
1608,20.25
1609,14.11
1610,8.203333333
1611,8.426666667
1612,12.28
1613,10.22666667
1614,8.24
1615,10.62333333
1616,9.813333333
1617,8.563333333
1618,9.873333333
1619,10.61
1620,15.26
1621,15.655
1622,16.525
1623,16.74
1624,23.895
1625,33.37
1626,38.08
1627,38.92666667
1628,34.50333333
1629,27.26333333
1630,26.47
1631,25.39
1632,24.455
1633,20.485
1634,14.925
1635,11.26
1636,11.83
1637,11.41
1638,10.09
1639,7.396666667
1640,8.233333333
1641,17.01
1642,17.21
1643,14.47
1644,15.23
1645,19.225
1646,18.315
1647,23.82
1648,29.50333333
1649,31
1650,29.96666667
1651,29.76666667
1652,29.54333333
1653,25.565
1654,24.215
1655,21.705
1656,17.24
1657,13.54
1658,10.12
1659,9.223333333
1660,7.95
1661,9.123333333
1662,8.736666667
1663,7.96
1664,9.853333333
1665,10.3
1666,11.46333333
1667,9.16
1668,11.40333333
1669,12.1
1670,13.24
1671,18.09
1672,20.67
1673,20.525
1674,20.455
1675,18.57
1676,14.505
1677,10.99
1678,10.10666667
1679,8.663333333
1680,6.763333333
1681,9.423333333
1682,11.77
1683,10.24
1684,7.806666667
1685,8.683333333
1686,4.006666667
1687,5.473333333
1688,7.98
1689,5.32
1690,2.996666667
1691,11.49666667
1692,24.89
1693,18.855
1694,13.82833333
1695,14.97333333
1696,21.635
1697,22.705
1698,19.79
1699,14.26
1700,13.69
1701,8.676666667
1702,11.08
1703,10.9
1704,10.33
1705,16.28
1706,15.19
1707,12.76
1708,10.98333333
1709,11.11333333
1710,12.07
1711,6.713333333
1712,3.61
1713,8
1714,16.68
1715,24.07666667
1716,29.99
1717,31.00666667
1718,25.96166667
1719,20.895
1720,17.68
1721,15.225
1722,20.88166667
1723,20.715
1724,15.58
1725,11.48666667
1726,16.965
1727,15.395
1728,9.906666667
1729,9.106666667
1730,7.863333333
1731,5.306666667
1732,8.343333333
1733,9.67
1734,8.68
1735,7.95
1736,1.17
1737,16.08333333
1738,31.50333333
1739,26.17
1740,28.385
1741,33.37666667
1742,34.65333333
1743,37.725
1744,43.085
1745,39.04166667
1746,36.06666667
1747,35.07333333
1748,33.09
1749,34.01666667
1750,32.37
1751,33.31666667
1752,32.74333333
1753,32.66
1754,32.05
1755,30.94
1756,32.50333333
1757,32.28
1758,29.94666667
1759,32.25
1760,33.75666667
1761,34.22
1762,30.73
1763,28.97333333
1764,28.92666667
1765,26.14666667
1766,27.28666667
1767,30.05
1768,30.93333333
1769,35.68333333
1770,36.97333333
1771,31.87
1772,28.27333333
1773,28.55
1774,28.75333333
1775,29.23
1776,30.63333333
1777,26.68333333
1778,26.68
1779,23.03
1780,21.37
1781,20.74
1782,20.19
1783,18.93
1784,16.985
1785,17.92
1786,16.84
1787,16.85
1788,18.425
1789,17.975
1790,21.185
1791,20.235
1792,22.36
1793,22.435
1794,27.10666667
1795,31.26
1796,26.58166667
1797,20.235
1798,19.48
1799,16.255
1800,11.22
1801,3.923333333
1802,6.123333333
1803,1.286666667
1804,6.536666667
1805,1.65
1806,3.86
1807,7.496666667
1808,6.89
1809,7.373333333
1810,3.486666667
1811,15.36
1812,14.985
1813,16.375
1814,19.40677966
1815,19.175
1816,17.24
1817,17.63
1818,16.42
1819,13.27
1820,6.376666667
1821,5.963333333
1822,5.58
1823,4.936666667
1824,7.913333333
1825,4.793333333
1826,6.883333333
1827,8.18
1828,8.24
1829,6.78
1830,8.623333333
1831,8.193333333
1832,8.396666667
1833,8.22
1834,10.69
1835,26.87166667
1836,32.02
1837,28.3
1838,26.13220339
1839,22.36166667
1840,20.185
1841,20.93666667
1842,18.065
1843,15.78
1844,13.51
1845,12.04
1846,13.15
1847,11.74
1848,10.03
1849,4.106666667
1850,7.453333333
1851,9.163333333
1852,10.96
1853,9.28
1854,10.12
1855,9.096666667
1856,8.98
1857,10.28
1858,24.90166667
1859,34.08333333
1860,30.62666667
1861,30.02666667
1862,27.30166667
1863,21.52
1864,19.24166667
1865,17.82
1866,17.405
1867,17.085
1868,13.75
1869,12.91
1870,15.83
1871,14.89
1872,14.89
1873,13.33
1874,13.9
1875,16.835
1876,20.835
1877,22.2
1878,22.885
1879,20.045
1880,24.99
1881,26.91666667
1882,29.47666667
1883,33.28333333
1884,38.99
1885,32.91666667
1886,30.77166667
1887,30.89
1888,29.76
1889,27.71
1890,26.815
1891,23.01
1892,20.47
1893,17.31
1894,16.345
1895,19.605
1896,20.76
1897,21.835
1898,18.28
1899,11.83
1900,8.35
1901,7.143333333
1902,12.1
1903,11.02
1904,9.82
1905,11.68
1906,16.235
1907,19.12
1908,21.19
1909,24.685
1910,24.155
1911,24.7
1912,28.87
1913,31.57666667
1914,30.88666667
1915,27.35333333
1916,24.91
1917,25.18
1918,26.465
1919,21.985
1920,19.365
1921,19.655
1922,17.87
1923,15.62
1924,15.85
1925,12.01
1926,11.08
1927,12.49
1928,10.15
1929,15.915
1930,22.57
1931,20.27
1932,21.89
1933,18.885
1934,10.09666667
1935,14.445
1936,19.895
1937,32.25666667
1938,35.23
1939,33.58
1940,28.68333333
1941,27.95666667
1942,24.155
1943,22.575
1944,20.98
1945,20.105
1946,19.82
1947,21.21
1948,18.95
1949,20.71
1950,20.06
1951,21.2
1952,22.205
1953,20.735
1954,22.885
1955,24.755
1956,25.24
1957,26.74
1958,28.41666667
1959,34.13
1960,34.26333333
1961,37.36666667
1962,38.37666667
1963,37.23666667
1964,28.52666667
1965,25.14666667
1966,25.30666667
1967,26.92666667
1968,25.145
1969,23.435
1970,21.795
1971,22.755
1972,21.61
1973,22.53
1974,22.28
1975,19.25
1976,13.335
1977,13.79
